ticker,code,name,lot_size,stock_type,stock_child_type,listing_date,last_trade_time,last_price,open_price,high_price,low_price,prev_close_price,volume,turnover,amplitude,turnover_rate,market_val,pe_ratio,pb_ratio,update_time,retrieved_at_utc
LIST2015,US.LIST2015,半导体,0,PLATE,N/A,1970-01-01,,7123.32635752,7220.93224852,7228.859117394,7081.106481491,7255.323772981,252135828.0,62236817943.0,2.036,0.431,,nan,nan,2026-09-23 14:03:48,2026-09-24T02:03:56+08:00
LIST2016,US.LIST2016,半导体设备与材料,0,PLATE,N/A,1970-01-01,,7004.727610793,7000.141198235,7026.778218764,6852.264654419,7050.625195771,29433215.0,6203472984.0,2.475,0.566,,nan,nan,2026-09-23 14:03:48,2026-09-24T02:03:56+08:00
LIST2069,US.LIST2069,生物技术,0,PLATE,N/A,1970-01-01,,5994.34980137,6182.602534212,6194.32713536,5975.279092428,6183.081270753,1087410748.0,10975701418.0,3.543,3.186,,nan,nan,2026-09-23 14:03:48,2026-09-24T02:03:56+08:00
LIST20882,US.LIST20882,英伟达持仓概念,0,PLATE,N/A,1970-01-01,,3390.585475996,3469.449701614,3469.449701614,3366.43647664,3457.21875504,139596916.0,12599003173.0,2.98,1.361,,nan,nan,2026-09-23 14:03:48,2026-09-24T02:03:56+08:00
LIST2153,US.LIST2153,ARK持仓,0,PLATE,N/A,1970-01-01,,1509.861126861,1524.142482716,1526.315131985,1505.600492016,1524.955579635,642521220.0,110021013315.0,1.358,0.542,,nan,nan,2026-09-23 14:03:48,2026-09-24T02:03:56+08:00
LIST22865,US.LIST22865,铜概念,0,PLATE,N/A,1970-01-01,,2570.276380175,2578.941346277,2633.392053626,2549.46929535,2636.591813629,20266295.0,1100195372.0,3.183,0.159,,nan,nan,2026-09-23 14:03:48,2026-09-24T02:03:56+08:00
LIST23592,US.LIST23592,AI医疗概念股,0,PLATE,N/A,1970-01-01,,1245.020210708,1253.301050108,1260.195955594,1244.83254111,1253.190361685,54641270.0,2609725503.0,1.226,1.22,,nan,nan,2026-09-23 14:03:48,2026-09-24T02:03:56+08:00
LIST23925,US.LIST23925,存储概念,0,PLATE,N/A,1970-01-01,,12643.021196428,12834.700583535,12857.692514729,12508.242802079,12931.796809837,38868148.0,33344150279.0,2.702,0.5,,nan,nan,2026-09-23 14:03:48,2026-09-24T02:03:56+08:00
LIST23979,US.LIST23979,光通信,0,PLATE,N/A,1970-01-01,,4932.26096726,5022.344957537,5025.893897381,4907.095414248,5041.398983739,117092810.0,14225052856.0,2.356,0.728,,nan,nan,2026-09-23 14:03:48,2026-09-24T02:03:56+08:00
LIST24035,US.LIST24035,白银概念,0,PLATE,N/A,1970-01-01,,2738.654752287,2788.0339806,2873.618371982,2711.19700583,2878.189740008,93595902.0,1889527685.0,5.643,2.451,,nan,nan,2026-09-23 14:03:48,2026-09-24T02:03:56+08:00
LIST24210,US.LIST24210,CPU概念,0,PLATE,N/A,1970-01-01,,3670.032859345,3720.215870613,3723.400113786,3649.990106522,3730.747611556,125956185.0,27310126752.0,1.968,0.407,,nan,nan,2026-09-23 14:03:48,2026-09-24T02:03:56+08:00
LIST2542,US.LIST2542,昨日强势股,0,PLATE,N/A,1970-01-01,,0.002333645,0.002365969,0.00236903,0.002330178,0.002368097,915561250.0,4878862565.0,1.641,0.3,,nan,nan,2026-09-23 14:03:48,2026-09-24T02:03:56+08:00
LIT,US.LIT,锂电池技术ETF-Global X,1,ETF,N/A,1970-01-01,,69.69,70.26,70.39,69.325,71.33,53573.0,3736071.555,1.493,0.255,,nan,nan,2026-09-23 13:58:33,2026-09-24T02:03:56+08:00
LITE,US.LITE,Lumentum,1,STOCK,N/A,2015-07-23,,941.42,946.56,960.0,924.55,945.67,2081003.0,1963402470.708,3.749,2.337,,-10.117,18.166,2026-09-23 14:03:49,2026-09-24T02:03:56+08:00
