strategy,date,ticker,category,signal,hit,target_hit,risk_first,max_gain,min_return,net_return,first_hit
5,2026-05-01,CDNS,enterprise_ai_software,False,False,False,False,0.06609615047607931,-0.0051696944915006204,0.05734926105496818,
1,2026-05-01,CEG,data_center_power_and_construction,False,False,False,True,0.06483580542781286,-0.17060690459226624,-0.07010674266468031,
2,2026-05-01,CEG,data_center_power_and_construction,False,False,False,False,0.06483580542781286,-0.022734633072090116,-0.018678541356305423,
3,2026-05-01,CEG,data_center_power_and_construction,False,False,False,True,0.06483580542781286,-0.17060690459226624,-0.07010674266468031,
5,2026-05-01,CEG,data_center_power_and_construction,False,False,False,False,0.06483580542781286,-0.022734633072090116,-0.018678541356305423,
1,2026-05-01,CIEN,compute_and_network_hardware,False,False,False,False,0.12149999999999994,-0.07590740740740742,0.07250000000000001,
2,2026-05-01,CIEN,compute_and_network_hardware,False,True,True,False,0.08106481481481476,-0.04538888888888892,0.07800000000000007,3
3,2026-05-01,CIEN,compute_and_network_hardware,True,False,False,False,0.12149999999999994,-0.07590740740740742,0.07250000000000001,
5,2026-05-01,CIEN,compute_and_network_hardware,False,True,True,False,0.08106481481481476,-0.04538888888888892,0.07800000000000007,3
1,2026-05-01,COHR,compute_and_network_hardware,False,False,False,False,0.1972749673865779,-0.10662414842730827,0.0458909986954632,
2,2026-05-01,COHR,compute_and_network_hardware,False,False,False,True,0.026815480504420952,-0.10662414842730827,-0.0300910276851718,
3,2026-05-01,COHR,compute_and_network_hardware,True,False,False,False,0.1972749673865779,-0.10662414842730827,0.0458909986954632,
5,2026-05-01,COHR,compute_and_network_hardware,False,False,False,True,0.026815480504420952,-0.10662414842730827,-0.0300910276851718,
1,2026-05-01,CRM,enterprise_ai_software,False,False,False,False,0.053760312635692475,-0.1080791359096831,0.0352340425531914,
2,2026-05-01,CRM,enterprise_ai_software,False,False,False,False,0.0329461571862788,-0.039947894051237554,-0.015135041250542878,
3,2026-05-01,CRM,enterprise_ai_software,False,False,False,False,0.053760312635692475,-0.1080791359096831,0.0352340425531914,
5,2026-05-01,CRM,enterprise_ai_software,False,False,False,False,0.0329461571862788,-0.039947894051237554,-0.015135041250542878,
1,2026-05-01,CRUS,semiconductors_and_equipment,False,False,False,False,0.10018903591682404,-0.044636868101713634,0.034343679492651935,
2,2026-05-01,CRUS,semiconductors_and_equipment,False,True,True,False,0.09152997133971574,-0.012134886273553303,0.07800000000000007,4
3,2026-05-01,CRUS,semiconductors_and_equipment,False,False,False,False,0.10018903591682404,-0.044636868101713634,0.034343679492651935,
5,2026-05-01,CRUS,semiconductors_and_equipment,False,True,True,False,0.09152997133971574,-0.012134886273553303,0.07800000000000007,4
1,2026-05-01,CSCO,compute_and_network_hardware,False,True,True,False,0.32204681545998937,-0.00925421883505706,0.19799999999999995,9
2,2026-05-01,CSCO,compute_and_network_hardware,False,False,False,False,0.05628742514970053,-0.00925421883505706,0.04938813282525856,
3,2026-05-01,CSCO,compute_and_network_hardware,False,True,True,False,0.32204681545998937,-0.00925421883505706,0.19799999999999995,9
5,2026-05-01,CSCO,compute_and_network_hardware,False,False,False,False,0.05628742514970053,-0.00925421883505706,0.04938813282525856,
1,2026-05-01,DDOG,enterprise_ai_software,False,True,True,False,0.7651093446387562,-0.017770711888359103,0.19799999999999995,4
2,2026-05-01,DDOG,enterprise_ai_software,False,True,True,False,0.41572160395689806,-0.017770711888359103,0.07800000000000007,4
3,2026-05-01,DDOG,enterprise_ai_software,False,True,True,False,0.7651093446387562,-0.017770711888359103,0.19799999999999995,4
5,2026-05-01,DDOG,enterprise_ai_software,True,True,True,False,0.41572160395689806,-0.017770711888359103,0.07800000000000007,4
1,2026-05-01,DELL,compute_and_network_hardware,False,True,True,False,1.0353379179511504,-0.024424946644534096,0.19799999999999995,5
2,2026-05-01,DELL,compute_and_network_hardware,False,True,True,False,0.25202750770690074,-0.024424946644534096,0.07800000000000007,3
3,2026-05-01,DELL,compute_and_network_hardware,True,True,True,False,1.0353379179511504,-0.024424946644534096,0.19799999999999995,5
5,2026-05-01,DELL,compute_and_network_hardware,False,True,True,False,0.25202750770690074,-0.024424946644534096,0.07800000000000007,3
1,2026-05-01,DLR,data_center_power_and_construction,False,False,False,False,0.006501300260052023,-0.0750650130026006,-0.05180996199239851,
2,2026-05-01,DLR,data_center_power_and_construction,False,False,False,False,0.006501300260052023,-0.03495699139827968,-0.025254650930186084,
3,2026-05-01,DLR,data_center_power_and_construction,False,False,False,False,0.006501300260052023,-0.0750650130026006,-0.05180996199239851,
5,2026-05-01,DLR,data_center_power_and_construction,False,False,False,False,0.006501300260052023,-0.03495699139827968,-0.025254650930186084,
1,2026-05-01,DOCU,enterprise_ai_software,False,False,False,False,0.10889443059019133,-0.08437240232751442,0.08943807148794702,
2,2026-05-01,DOCU,enterprise_ai_software,False,False,False,True,0.032003325020781404,-0.05652535328345798,-0.006571903574397296,
3,2026-05-01,DOCU,enterprise_ai_software,False,False,False,False,0.10889443059019133,-0.08437240232751442,0.08943807148794702,
5,2026-05-01,DOCU,enterprise_ai_software,True,False,False,True,0.032003325020781404,-0.05652535328345798,-0.006571903574397296,
1,2026-05-01,EME,data_center_power_and_construction,False,False,False,False,0.05065889676180402,-0.09486126746573065,-0.08945557689336237,
2,2026-05-01,EME,data_center_power_and_construction,False,False,False,False,0.05065889676180402,-0.013845661435225032,0.015195329227644995,
3,2026-05-01,EME,data_center_power_and_construction,False,False,False,False,0.05065889676180402,-0.09486126746573065,-0.08945557689336237,
5,2026-05-01,EME,data_center_power_and_construction,False,False,False,False,0.05065889676180402,-0.013845661435225032,0.015195329227644995,
1,2026-05-01,EMR,data_center_power_and_construction,False,False,False,False,0.09102189781021908,-0.06474452554744525,0.04778102189781008,
2,2026-05-01,EMR,data_center_power_and_construction,False,True,True,False,0.09102189781021908,-0.01145985401459848,0.07800000000000007,3
3,2026-05-01,EMR,data_center_power_and_construction,False,False,False,False,0.09102189781021908,-0.06474452554744525,0.04778102189781008,
5,2026-05-01,EMR,data_center_power_and_construction,False,True,True,False,0.09102189781021908,-0.01145985401459848,0.07800000000000007,3
1,2026-05-01,ENTG,semiconductors_and_equipment,False,False,False,True,0.09860242994592339,-0.14319825830465616,-0.02728267434510845,
2,2026-05-01,ENTG,semiconductors_and_equipment,False,True,True,True,0.09860242994592339,-0.052882927171851724,0.07800000000000007,3
3,2026-05-01,ENTG,semiconductors_and_equipment,True,False,False,True,0.09860242994592339,-0.14319825830465616,-0.02728267434510845,
5,2026-05-01,ENTG,semiconductors_and_equipment,False,True,True,True,0.09860242994592339,-0.052882927171851724,0.07800000000000007,3
1,2026-05-01,EQIX,data_center_power_and_construction,False,False,False,False,0.00942797487099778,-0.03945032606996024,-0.019614216466303125,
2,2026-05-01,EQIX,data_center_power_and_construction,False,False,False,False,0.00942797487099778,-0.023703308529327893,-0.015898214663490395,
3,2026-05-01,EQIX,data_center_power_and_construction,False,False,False,False,0.00942797487099778,-0.03945032606996024,-0.019614216466303125,
5,2026-05-01,EQIX,data_center_power_and_construction,False,False,False,False,0.00942797487099778,-0.023703308529327893,-0.015898214663490395,
1,2026-05-01,ETN,data_center_power_and_construction,False,False,False,True,0.019989207704760314,-0.13746099523731325,-0.06213185369401497,
2,2026-05-01,ETN,data_center_power_and_construction,False,False,False,True,0.019989207704760314,-0.08908335874997075,-0.059996856157473744,
3,2026-05-01,ETN,data_center_power_and_construction,False,False,False,True,0.019989207704760314,-0.13746099523731325,-0.06213185369401497,
5,2026-05-01,ETN,data_center_power_and_construction,False,False,False,True,0.019989207704760314,-0.08908335874997075,-0.059996856157473744,
1,2026-05-01,FFIV,compute_and_network_hardware,False,True,True,False,0.23969224087115681,-3.102410573008196e-05,0.19799999999999995,13
2,2026-05-01,FFIV,compute_and_network_hardware,False,True,True,False,0.09986659634536044,-3.102410573008196e-05,0.07800000000000007,5
3,2026-05-01,FFIV,compute_and_network_hardware,False,True,True,False,0.23969224087115681,-3.102410573008196e-05,0.19799999999999995,13
5,2026-05-01,FFIV,compute_and_network_hardware,True,True,True,False,0.09986659634536044,-3.102410573008196e-05,0.07800000000000007,5
1,2026-05-01,FIX,data_center_power_and_construction,False,False,False,False,0.11056937081659979,-0.059914323962516836,-0.02303882195448459,
2,2026-05-01,FIX,data_center_power_and_construction,False,True,True,False,0.08061574297188745,-0.0051084337349397435,0.07800000000000007,3
3,2026-05-01,FIX,data_center_power_and_construction,True,False,False,False,0.11056937081659979,-0.059914323962516836,-0.02303882195448459,
5,2026-05-01,FIX,data_center_power_and_construction,False,True,True,False,0.08061574297188745,-0.0051084337349397435,0.07800000000000007,3
1,2026-05-01,FLEX,compute_and_network_hardware,False,True,True,False,0.66928196526162,-0.016827011525350377,0.19799999999999995,3
2,2026-05-01,FLEX,compute_and_network_hardware,False,True,True,False,0.5430442075645259,-0.016827011525350377,0.07800000000000007,3
3,2026-05-01,FLEX,compute_and_network_hardware,False,True,True,False,0.66928196526162,-0.016827011525350377,0.19799999999999995,3
5,2026-05-01,FLEX,compute_and_network_hardware,False,True,True,False,0.5430442075645259,-0.016827011525350377,0.07800000000000007,3
1,2026-05-01,FTNT,enterprise_ai_software,False,True,True,False,0.5965551124212476,-0.0016762036876480924,0.19799999999999995,4
2,2026-05-01,FTNT,enterprise_ai_software,False,True,True,False,0.3254725160395353,-0.0016762036876480924,0.07800000000000007,4
3,2026-05-01,FTNT,enterprise_ai_software,False,True,True,False,0.5965551124212476,-0.0016762036876480924,0.19799999999999995,4
5,2026-05-01,FTNT,enterprise_ai_software,False,True,True,False,0.3254725160395353,-0.0016762036876480924,0.07800000000000007,4
1,2026-05-01,GEV,data_center_power_and_construction,False,False,False,False,0.04957706547791152,-0.11215458793027877,-0.0989438667499789,
2,2026-05-01,GEV,data_center_power_and_construction,False,False,False,False,0.04957706547791152,-0.03528961921903995,-0.03195514189523152,
3,2026-05-01,GEV,data_center_power_and_construction,True,False,False,False,0.04957706547791152,-0.11215458793027877,-0.0989438667499789,
5,2026-05-01,GEV,data_center_power_and_construction,False,False,False,False,0.04957706547791152,-0.03528961921903995,-0.03195514189523152,
1,2026-05-01,GLW,compute_and_network_hardware,False,True,True,False,0.29805099289041426,-0.029725422897769027,0.19799999999999995,3
2,2026-05-01,GLW,compute_and_network_hardware,False,True,True,False,0.21506496690365284,-0.029725422897769027,0.07800000000000007,3
3,2026-05-01,GLW,compute_and_network_hardware,True,True,True,False,0.29805099289041426,-0.029725422897769027,0.19799999999999995,3
5,2026-05-01,GLW,compute_and_network_hardware,False,True,True,False,0.21506496690365284,-0.029725422897769027,0.07800000000000007,3
1,2026-05-01,GOOGL,cloud_and_platform,False,False,False,False,0.05959079947099566,-0.018592951793169665,-0.015717812410860232,
2,2026-05-01,GOOGL,cloud_and_platform,False,False,False,False,0.04245001685553507,-0.015144049996110187,0.03733822576044399,
3,2026-05-01,GOOGL,cloud_and_platform,False,False,False,False,0.05959079947099566,-0.018592951793169665,-0.015717812410860232,
5,2026-05-01,GOOGL,cloud_and_platform,True,False,False,False,0.04245001685553507,-0.015144049996110187,0.03733822576044399,
1,2026-05-01,HON,data_center_power_and_construction,False,False,False,False,0.13227313482138636,-0.015902977679203456,0.12045764711434104,
2,2026-05-01,HON,data_center_power_and_construction,False,False,False,False,0.0299655514133359,-0.015902977679203456,0.003709971214194809,
3,2026-05-01,HON,data_center_power_and_construction,False,False,False,False,0.13227313482138636,-0.015902977679203456,0.12045764711434104,
5,2026-05-01,HON,data_center_power_and_construction,False,False,False,False,0.0299655514133359,-0.015902977679203456,0.003709971214194809,
1,2026-05-01,HPE,compute_and_network_hardware,False,True,True,False,0.540788109229174,-0.019011406844106515,0.19799999999999995,15
2,2026-05-01,HPE,compute_and_network_hardware,False,True,True,False,0.08365019011406849,-0.019011406844106515,0.07800000000000007,5
3,2026-05-01,HPE,compute_and_network_hardware,False,True,True,False,0.540788109229174,-0.019011406844106515,0.19799999999999995,15
5,2026-05-01,HPE,compute_and_network_hardware,False,True,True,False,0.08365019011406849,-0.019011406844106515,0.07800000000000007,5
1,2026-05-01,HUBB,data_center_power_and_construction,False,False,False,False,0.028563015312132123,-0.10977620730270898,-0.07225912838633675,
2,2026-05-01,HUBB,data_center_power_and_construction,False,False,False,False,0.028563015312132123,-0.04204632901452687,-0.03501923831959164,
3,2026-05-01,HUBB,data_center_power_and_construction,False,False,False,False,0.028563015312132123,-0.10977620730270898,-0.07225912838633675,
5,2026-05-01,HUBB,data_center_power_and_construction,False,False,False,False,0.028563015312132123,-0.04204632901452687,-0.03501923831959164,
1,2026-05-01,IBM,compute_and_network_hardware,False,True,True,False,0.2974133620689656,-0.08474137931034487,0.19799999999999995,19
2,2026-05-01,IBM,compute_and_network_hardware,False,False,False,False,0.009008620689655134,-0.03284482758620688,-0.0116551724137931,
3,2026-05-01,IBM,compute_and_network_hardware,False,True,True,False,0.2974133620689656,-0.08474137931034487,0.19799999999999995,19
5,2026-05-01,IBM,compute_and_network_hardware,False,False,False,False,0.009008620689655134,-0.03284482758620688,-0.0116551724137931,
1,2026-05-01,INTU,enterprise_ai_software,False,False,False,True,0.05929969644351729,-0.2492286167568175,-0.17370303931243836,
2,2026-05-01,INTU,enterprise_ai_software,False,False,False,False,0.044708998013766266,-0.04683264418932931,-0.011856216661878081,
3,2026-05-01,INTU,enterprise_ai_software,False,False,False,True,0.05929969644351729,-0.2492286167568175,-0.17370303931243836,
5,2026-05-01,INTU,enterprise_ai_software,False,False,False,False,0.044708998013766266,-0.04683264418932931,-0.011856216661878081,
1,2026-05-01,JBL,compute_and_network_hardware,False,False,False,False,0.10707246376811597,-0.06689855072463768,0.054695652173913034,
2,2026-05-01,JBL,compute_and_network_hardware,False,False,False,False,0.07933333333333326,-0.02855072463768127,0.02742028985507239,
3,2026-05-01,JBL,compute_and_network_hardware,False,False,False,False,0.10707246376811597,-0.06689855072463768,0.054695652173913034,
5,2026-05-01,JBL,compute_and_network_hardware,False,False,False,False,0.07933333333333326,-0.02855072463768127,0.02742028985507239,
1,2026-05-01,KEYS,compute_and_network_hardware,False,False,False,False,0.05241087166657188,-0.07181440836981856,-0.040124751236709,
2,2026-05-01,KEYS,compute_and_network_hardware,False,False,False,False,0.0437254790470234,-0.010234832546767603,0.022336157388980427,
3,2026-05-01,KEYS,compute_and_network_hardware,False,False,False,False,0.05241087166657188,-0.07181440836981856,-0.040124751236709,
5,2026-05-01,KEYS,compute_and_network_hardware,False,False,False,False,0.0437254790470234,-0.010234832546767603,0.022336157388980427,
1,2026-05-01,KLAC,semiconductors_and_equipment,False,False,False,False,0.19737285672769533,-0.02540540540540548,0.11494856146469035,
2,2026-05-01,KLAC,semiconductors_and_equipment,False,True,True,False,0.0979715199070037,-0.02540540540540548,0.07800000000000007,5
3,2026-05-01,KLAC,semiconductors_and_equipment,False,False,False,False,0.19737285672769533,-0.02540540540540548,0.11494856146469035,
5,2026-05-01,KLAC,semiconductors_and_equipment,False,True,True,False,0.0979715199070037,-0.02540540540540548,0.07800000000000007,5
1,2026-05-01,LITE,compute_and_network_hardware,False,False,False,True,0.10011348897535677,-0.16656533722438394,-0.13567380025940334,
2,2026-05-01,LITE,compute_and_network_hardware,False,False,False,True,0.03457360570687418,-0.13401832036316474,-0.08618450064850847,
3,2026-05-01,LITE,compute_and_network_hardware,True,False,False,True,0.10011348897535677,-0.16656533722438394,-0.13567380025940334,
5,2026-05-01,LITE,compute_and_network_hardware,False,False,False,True,0.03457360570687418,-0.13401832036316474,-0.08618450064850847,
1,2026-05-01,LRCX,semiconductors_and_equipment,False,True,True,False,0.2985955548629642,-0.006759257455636325,0.19799999999999995,15
2,2026-05-01,LRCX,semiconductors_and_equipment,False,True,True,False,0.16093655647973204,-0.006759257455636325,0.07800000000000007,2
3,2026-05-01,LRCX,semiconductors_and_equipment,True,True,True,False,0.2985955548629642,-0.006759257455636325,0.19799999999999995,15
5,2026-05-01,LRCX,semiconductors_and_equipment,False,True,True,False,0.16093655647973204,-0.006759257455636325,0.07800000000000007,2
1,2026-05-01,MELI,cloud_and_platform,False,False,False,True,0.023195129807731307,-0.190647238591239,-0.08402072917540748,
2,2026-05-01,MELI,cloud_and_platform,False,False,False,True,0.023195129807731307,-0.12135148376828153,-0.11819761200332402,
3,2026-05-01,MELI,cloud_and_platform,False,False,False,True,0.023195129807731307,-0.190647238591239,-0.08402072917540748,
5,2026-05-01,MELI,cloud_and_platform,False,False,False,True,0.023195129807731307,-0.12135148376828153,-0.11819761200332402,
1,2026-05-01,META,cloud_and_platform,False,False,False,False,0.05767886369430952,-0.025224736197126174,0.03842372951055628,
2,2026-05-01,META,cloud_and_platform,False,False,False,False,0.02803753690772881,-0.01617771636770371,0.000788127020158404,
3,2026-05-01,META,cloud_and_platform,False,False,False,False,0.05767886369430952,-0.025224736197126174,0.03842372951055628,
5,2026-05-01,META,cloud_and_platform,False,False,False,False,0.02803753690772881,-0.01617771636770371,0.000788127020158404,
1,2026-05-01,MPWR,semiconductors_and_equipment,False,False,False,False,0.07772877743301487,-0.1116497376553397,-0.01725025700031113,
2,2026-05-01,MPWR,semiconductors_and_equipment,False,False,False,False,0.04497741226622409,-0.02365660357191135,0.004523249489928995,
3,2026-05-01,MPWR,semiconductors_and_equipment,True,False,False,False,0.07772877743301487,-0.1116497376553397,-0.01725025700031113,
5,2026-05-01,MPWR,semiconductors_and_equipment,False,False,False,False,0.04497741226622409,-0.02365660357191135,0.004523249489928995,
1,2026-05-01,MRVL,semiconductors_and_equipment,False,True,True,False,0.3189503263234228,-0.04544114092337437,0.19799999999999995,16
2,2026-05-01,MRVL,semiconductors_and_equipment,False,False,False,False,0.06236403190717921,-0.04187817258883231,0.026100072516316297,
3,2026-05-01,MRVL,semiconductors_and_equipment,True,True,True,False,0.3189503263234228,-0.04544114092337437,0.19799999999999995,16
5,2026-05-01,MRVL,semiconductors_and_equipment,False,False,False,False,0.06236403190717921,-0.04187817258883231,0.026100072516316297,
1,2026-05-01,MSFT,cloud_and_platform,False,False,False,False,0.09425572240851432,-0.02590270690576868,0.09203703163726495,
2,2026-05-01,MSFT,cloud_and_platform,True,False,False,False,0.03994751421490017,-0.015624240657044264,0.006699032900811643,
3,2026-05-01,MSFT,cloud_and_platform,False,False,False,False,0.09425572240851432,-0.02590270690576868,0.09203703163726495,
5,2026-05-01,MSFT,cloud_and_platform,False,False,False,False,0.03994751421490017,-0.015624240657044264,0.006699032900811643,
1,2026-05-01,MU,semiconductors_and_equipment,False,True,True,False,0.749910809846593,-0.005066000713521257,0.19799999999999995,4
2,2026-05-01,MU,semiconductors_and_equipment,False,True,True,False,0.33287549054584376,-0.005066000713521257,0.07800000000000007,2
3,2026-05-01,MU,semiconductors_and_equipment,True,True,True,False,0.749910809846593,-0.005066000713521257,0.19799999999999995,4
5,2026-05-01,MU,semiconductors_and_equipment,False,True,True,False,0.33287549054584376,-0.005066000713521257,0.07800000000000007,2
1,2026-05-01,NEE,data_center_power_and_construction,False,False,False,False,0.010304985947746426,-0.10804621630061406,-0.09630623503695213,
2,2026-05-01,NEE,data_center_power_and_construction,False,False,False,False,0.010304985947746426,-0.03632767773498491,-0.03291495784323928,
3,2026-05-01,NEE,data_center_power_and_construction,False,False,False,False,0.010304985947746426,-0.10804621630061406,-0.09630623503695213,
5,2026-05-01,NEE,data_center_power_and_construction,False,False,False,False,0.010304985947746426,-0.03632767773498491,-0.03291495784323928,
1,2026-05-01,NOW,enterprise_ai_software,False,True,True,False,0.36671414484496556,-0.0638764106497206,0.19799999999999995,12
2,2026-05-01,NOW,enterprise_ai_software,False,False,False,False,0.047660786676892775,-0.03352689821409005,-0.0029860852415907174,
3,2026-05-01,NOW,enterprise_ai_software,False,True,True,False,0.36671414484496556,-0.0638764106497206,0.19799999999999995,12
5,2026-05-01,NOW,enterprise_ai_software,False,False,False,False,0.047660786676892775,-0.03352689821409005,-0.0029860852415907174,
1,2026-05-01,NRG,data_center_power_and_construction,False,False,False,True,0.040849673202614456,-0.20771241830065357,-0.1256601307189542,
2,2026-05-01,NRG,data_center_power_and_construction,False,False,False,True,0.040849673202614456,-0.09960784313725501,-0.0993202614379084,
3,2026-05-01,NRG,data_center_power_and_construction,False,False,False,True,0.040849673202614456,-0.20771241830065357,-0.1256601307189542,
5,2026-05-01,NRG,data_center_power_and_construction,False,False,False,True,0.040849673202614456,-0.09960784313725501,-0.0993202614379084,
1,2026-05-01,NTAP,compute_and_network_hardware,False,True,True,False,0.717402921268258,-0.017946205913786928,0.19799999999999995,15
2,2026-05-01,NTAP,compute_and_network_hardware,False,False,False,False,0.05290345564659771,-0.017946205913786928,0.04894406840042742,
3,2026-05-01,NTAP,compute_and_network_hardware,False,True,True,False,0.717402921268258,-0.017946205913786928,0.19799999999999995,15
5,2026-05-01,NTAP,compute_and_network_hardware,False,False,False,False,0.05290345564659771,-0.017946205913786928,0.04894406840042742,
1,2026-05-01,NVDA,semiconductors_and_equipment,False,False,False,False,0.18566416040100253,-0.023859649122807025,0.056345864661654144,
2,2026-05-01,NVDA,semiconductors_and_equipment,False,True,True,False,0.09172932330827077,-0.023859649122807025,0.07800000000000007,5
3,2026-05-01,NVDA,semiconductors_and_equipment,False,False,False,False,0.18566416040100253,-0.023859649122807025,0.056345864661654144,
5,2026-05-01,NVDA,semiconductors_and_equipment,False,True,True,False,0.09172932330827077,-0.023859649122807025,0.07800000000000007,5
